Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
03/25/2010 12:00:00 AM,03/22/2010 12:00:00 AM,1915,1,Central,142,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,49,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,4TH                          ST,GRAND                        AV,34.0516,-118.2526
03/24/2010 12:00:00 AM,03/22/2010 12:00:00 AM,2030,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0433,23,M,B,203.0,OTHER BUSINESS,,,AA,Adult Arrest,440.0,,,,700 W  7TH                          ST,,34.048,-118.2577
03/25/2010 12:00:00 AM,03/23/2010 12:00:00 AM,125,1,Central,192,1,310,BURGLARY,0344,57,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,200 W  WASHINGTON                   BL,,34.032,-118.2667
03/23/2010 12:00:00 AM,03/23/2010 12:00:00 AM,230,1,Central,101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 0906,62,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1200    INNES                        AV,,34.0717,-118.2493
03/24/2010 12:00:00 AM,03/24/2010 12:00:00 AM,2015,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,58,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH,WALL,34.0446,-118.245
03/25/2010 12:00:00 AM,03/25/2010 12:00:00 AM,240,1,Central,171,2,946,OTHER MISCELLANEOUS CRIME,0906 1501,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,946.0,,,,900    GEORGIA                      ST,,34.0475,-118.2657
03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,530,1,Central,171,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,32,F,O,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,1140,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0400,56,M,O,201.0,JEWELRY STORE,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,624.0,,,,600 S  HILL                         ST,,34.0474,-118.2531
03/27/2010 12:00:00 AM,03/26/2010 12:00:00 AM,1500,1,Central,135,2,946,OTHER MISCELLANEOUS CRIME,1501,46,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,,,,100 E  3RD                          ST,,34.0496,-118.2458
03/28/2010 12:00:00 AM,03/28/2010 12:00:00 AM,55,1,Central,148,1,251,SHOTS FIRED AT INHABITED DWELLING,0906 1100 1402,18,F,B,213.0,WAREHOUSE,102.0,HAND GUN,IC,Invest Cont,251.0,998.0,,,500 E  4TH                          ST,,34.0449,-118.2415
03/28/2010 12:00:00 AM,03/28/2010 12:00:00 AM,100,1,Central,171,2,946,OTHER MISCELLANEOUS CRIME,1402,45,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,946.0,998.0,,,800 W  OLYMPIC                      BL,,34.045,-118.264
04/01/2010 12:00:00 AM,03/29/2010 12:00:00 AM,2320,1,Central,176,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,SAN PEDRO                    ST,9TH                          ST,34.0373,-118.2503
03/31/2010 12:00:00 AM,03/31/2010 12:00:00 AM,1515,1,Central,111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0329 0421,59,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,700    ALPINE                       ST,,34.0635,-118.2426
04/03/2010 12:00:00 AM,04/02/2010 12:00:00 AM,2230,1,Central,182,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,23,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,HILL,OLYMPIC,34.0416,-118.2584
04/03/2010 12:00:00 AM,04/03/2010 12:00:00 AM,1,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,31,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,998.0,,,COLLEGE,HILL,34.0644,-118.2387
04/06/2010 12:00:00 AM,04/05/2010 12:00:00 AM,1940,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,24,M,H,710.0,OTHER PREMISE,308.0,STICK,AA,Adult Arrest,230.0,,,,500 S  SAN PEDRO,,34.0442,-118.2439
04/05/2010 12:00:00 AM,04/02/2010 12:00:00 AM,1900,1,Central,123,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,M,B,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,100 N  BROADWAY,,34.0537,-118.2455
04/08/2010 12:00:00 AM,04/08/2010 12:00:00 AM,220,1,Central,161,1,510,VEHICLE - STOLEN,,31,M,W,101.0,STREET,,,IC,Invest Cont,510.0,520.0,,,FRANCISCO                    ST,8TH                          ST,34.0481,-118.2633
04/08/2010 12:00:00 AM,04/08/2010 12:00:00 AM,920,1,Central,153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,41,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,200 W  6TH                          ST,,34.046,-118.2509
04/10/2010 12:00:00 AM,04/10/2010 12:00:00 AM,1710,1,Central,135,1,210,ROBBERY,0302,61,M,O,406.0,OTHER STORE,102.0,HAND GUN,IC,Invest Cont,210.0,,,,100 E  3RD                          ST,,34.0496,-118.2458
04/14/2010 12:00:00 AM,04/11/2010 12:00:00 AM,200,1,Central,133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429,30,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,300 W  2ND                          ST,,34.0524,-118.2467
04/12/2010 12:00:00 AM,04/12/2010 12:00:00 AM,1700,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1251 1300,23,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,YALE,COLLEGE,34.0672,-118.2385
04/14/2010 12:00:00 AM,04/13/2010 12:00:00 AM,1730,1,Central,139,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,27,M,W,729.0,SPECIALTY SCHOOL/OTHER,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,900 E  3RD                          ST,,34.0459,-118.2351
04/14/2010 12:00:00 AM,04/14/2010 12:00:00 AM,1515,1,Central,155,2,946,OTHER MISCELLANEOUS CRIME,0914,0,M,W,101.0,STREET,,,AA,Adult Arrest,946.0,,,,200 E  6TH                          ST,,34.0446,-118.249
04/14/2010 12:00:00 AM,04/14/2010 12:00:00 AM,915,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,41,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,998.0,,,700 S  FIGUEROA                     ST,,34.0494,-118.2599
04/15/2010 12:00:00 AM,04/15/2010 12:00:00 AM,335,1,Central,155,1,330,BURGLARY FROM VEHICLE,0433,32,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,SAN JULIAN                   ST,6TH                          ST,34.0428,-118.2461
04/15/2010 12:00:00 AM,04/15/2010 12:00:00 AM,1740,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,H,102.0,SIDEWALK,,,AA,Adult Arrest,440.0,,,,600 S  SPRING                       ST,,34.046,-118.2509
04/16/2010 12:00:00 AM,04/15/2010 12:00:00 AM,2120,1,Central,105,2,920,KIDNAPPING - GRAND ATTEMPT,,18,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920.0,,,,COTTAGE HOME,BROADWAY,34.0673,-118.2354
04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,510,1,Central,154,1,110,CRIMINAL HOMICIDE,1100,41,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,500 S  LOS ANGELES                  ST,,34.0461,-118.2476
04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,800,1,Central,152,1,441,THEFT PLAIN - ATTEMPT,1402,0,M,O,101.0,STREET,,,IC,Invest Cont,441.0,998.0,,,7TH,OLIVE,34.0467,-118.2556
04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,1800,1,Central,111,1,220,ATTEMPTED ROBBERY,0337 0355 0416 0417,18,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,COLLEGE,YALE,34.0649,-118.2399
04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,1815,1,Central,111,1,220,ATTEMPTED ROBBERY,0337 0400,56,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,800 N  SPRING                       ST,,34.0619,-118.2369
04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,1830,1,Central,155,1,210,ROBBERY,0344 0416,39,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,6TH,MAPLE,34.0435,-118.2471
04/16/2010 12:00:00 AM,04/15/2010 12:00:00 AM,1400,1,Central,158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0417 0429 2000,36,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,7TH,CENTRAL                      AV,34.0364,-118.2406
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,1300,1,Central,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,0,M,O,101.0,STREET,,,IC,Invest Cont,745.0,998.0,,,1ST,MAIN                         ST,34.0522,-118.2434
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,1845,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402,41,M,B,710.0,OTHER PREMISE,207.0,OTHER KNIFE,AO,Adult Other,230.0,998.0,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,1900,1,Central,111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421 0432 1402,20,M,O,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,,,CESAR E CHAVEZ               BL,SPRING                       ST,34.0582,-118.2387
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,2100,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417,42,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,6TH,CERES                        AV,34.0394,-118.2405
04/18/2010 12:00:00 AM,04/18/2010 12:00:00 AM,330,1,Central,153,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,9,M,O,102.0,SIDEWALK,,,IC,Invest Cont,745.0,,,,500 S  HILL                         ST,,34.0488,-118.2518
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,1900,1,Central,111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1402,22,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,,,CESAR E CHAVEZ               BL,SPRING                       ST,34.0582,-118.2387
04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,2100,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417,48,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,6TH,CERES                        AV,34.0394,-118.2405
04/21/2010 12:00:00 AM,04/20/2010 12:00:00 AM,1800,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,34,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,500    WALL                         ST,,34.0449,-118.2458
04/21/2010 12:00:00 AM,04/20/2010 12:00:00 AM,1750,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,500    WALL                         ST,,34.0449,-118.2458
04/21/2010 12:00:00 AM,04/21/2010 12:00:00 AM,1230,1,Central,159,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1300,31,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7TH                          ST,MATEO                        ST,34.0346,-118.2323
04/24/2010 12:00:00 AM,04/24/2010 12:00:00 AM,100,1,Central,152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 0429,26,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800    WILSHIRE                     BL,,34.0494,-118.2581
04/24/2010 12:00:00 AM,04/23/2010 12:00:00 AM,130,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417,22,M,H,207.0,BAR/COCKTAIL/NIGHTCLUB,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,400    GIN LING                     WY,,34.0656,-118.2374
04/25/2010 12:00:00 AM,04/24/2010 12:00:00 AM,2015,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,28,F,B,710.0,OTHER PREMISE,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
04/24/2010 12:00:00 AM,04/24/2010 12:00:00 AM,2025,1,Central,164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000,29,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600 S  SPRING                       ST,,34.046,-118.2509
04/24/2010 12:00:00 AM,04/24/2010 12:00:00 AM,2015,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,33,M,O,710.0,OTHER PREMISE,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
04/25/2010 12:00:00 AM,04/25/2010 12:00:00 AM,1415,1,Central,123,1,350,"THEFT, PERSON",0344,60,M,H,101.0,STREET,,,IC,Invest Cont,350.0,,,,1ST,BROADWAY,34.0537,-118.2455
04/26/2010 12:00:00 AM,04/25/2010 12:00:00 AM,1950,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,M,H,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
04/26/2010 12:00:00 AM,04/26/2010 12:00:00 AM,130,1,Central,153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,23,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600 S  SPRING                       ST,,34.046,-118.2509
04/27/2010 12:00:00 AM,04/26/2010 12:00:00 AM,800,1,Central,195,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0907 1402 2000,28,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,,,HILL                         ST,WASHINGTON                   BL,34.032,-118.2657
10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1630,1,Central,155,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,W,101.0,STREET,,,IC,Invest Cont,946.0,,,,200 E  6TH                          ST,,34.0446,-118.249
04/28/2010 12:00:00 AM,04/28/2010 12:00:00 AM,145,1,Central,134,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,H,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,300 S  SPRING                       ST,,34.0503,-118.247
04/30/2010 12:00:00 AM,04/29/2010 12:00:00 AM,2315,1,Central,166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,37,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,500 S  SAN JULIAN                   ST,,34.042,-118.2468
04/30/2010 12:00:00 AM,04/29/2010 12:00:00 AM,1945,4,Hollenbeck,453,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,200 E  BOYLE                        ST,,34.0486,-118.2192
04/30/2010 12:00:00 AM,04/30/2010 12:00:00 AM,2005,1,Central,185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,F,H,102.0,SIDEWALK,,,IC,Invest Cont,745.0,998.0,,,9TH,MAIN                         ST,34.0411,-118.2545
05/01/2010 12:00:00 AM,05/01/2010 12:00:00 AM,1650,1,Central,161,2,624,BATTERY - SIMPLE ASSAULT,0400,39,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,700 S  FIGUEROA                     ST,,34.0494,-118.2599
05/02/2010 12:00:00 AM,05/02/2010 12:00:00 AM,1705,1,Central,153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,47,F,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,,,,300 W  5TH                          ST,,34.0481,-118.2507
05/03/2010 12:00:00 AM,05/03/2010 12:00:00 AM,320,1,Central,135,2,888,TRESPASSING,,54,M,B,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,888.0,,,,200 S  MAIN                         ST,,34.051,-118.2445
05/03/2010 12:00:00 AM,05/03/2010 12:00:00 AM,220,1,Central,182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 0906,20,M,H,108.0,PARKING LOT,206.0,SWITCH BLADE,AA,Adult Arrest,230.0,,,,OLIVE                        ST,9TH                          ST,34.0423,-118.2595
05/03/2010 12:00:00 AM,05/03/2010 12:00:00 AM,746,1,Central,124,2,755,BOMB SCARE,0404,9,M,H,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,200 N  SPRING                       ST,,34.054,-118.2435
05/05/2010 12:00:00 AM,05/05/2010 12:00:00 AM,1810,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416,34,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH                          ST,CERES,34.0377,-118.2425
05/05/2010 12:00:00 AM,05/05/2010 12:00:00 AM,1500,1,Central,182,1,310,BURGLARY,0344,0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,1100 S  GRAND                        AV,,34.0416,-118.262
05/05/2010 12:00:00 AM,05/05/2010 12:00:00 AM,2125,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,0,M,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,341.0,998.0,,,700 W  7TH                          ST,,34.048,-118.2577
05/06/2010 12:00:00 AM,05/06/2010 12:00:00 AM,100,1,Central,163,2,624,BATTERY - SIMPLE ASSAULT,0416,21,M,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BROADWAY,SPRING                       ST,34.0721,-118.2213
05/06/2010 12:00:00 AM,05/06/2010 12:00:00 AM,400,1,Central,153,1,210,ROBBERY,0337 0344 0416,48,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,6TH,BROADWAY,34.0467,-118.252
05/07/2010 12:00:00 AM,05/06/2010 12:00:00 AM,1320,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411,23,M,B,210.0,RESTAURANT/FAST FOOD,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,900 E  6TH                          ST,,34.0398,-118.2413
05/06/2010 12:00:00 AM,05/06/2010 12:00:00 AM,1345,1,Central,129,2,946,OTHER MISCELLANEOUS CRIME,1402,9,M,O,101.0,STREET,,,IC,Invest Cont,946.0,998.0,,,ALAMEDA,COMMERCIAL,34.0537,-118.2379
05/06/2010 12:00:00 AM,05/06/2010 12:00:00 AM,1850,1,Central,166,1,210,ROBBERY,0344 0400,76,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
05/07/2010 12:00:00 AM,05/07/2010 12:00:00 AM,250,1,Central,195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,18,M,H,203.0,OTHER BUSINESS,,,AA,Adult Arrest,740.0,,,,1700    MAPLE                        AV,,34.0308,-118.2602
05/10/2010 12:00:00 AM,05/07/2010 12:00:00 AM,1000,1,Central,143,2,910,KIDNAPPING,0400 0418,48,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,910.0,,,,4TH,BROADWAY,34.0495,-118.2494
05/08/2010 12:00:00 AM,05/08/2010 12:00:00 AM,2050,1,Central,135,2,946,OTHER MISCELLANEOUS CRIME,1501,38,M,K,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,3RD                          ST,MAIN                         ST,34.0489,-118.2453
05/10/2010 12:00:00 AM,05/09/2010 12:00:00 AM,2315,1,Central,159,1,761,BRANDISH WEAPON,0416,62,M,W,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,1200 E  6TH                          ST,,34.0382,-118.2384
05/10/2010 12:00:00 AM,05/10/2010 12:00:00 AM,115,1,Central,144,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,H,101.0,STREET,,,AA,Adult Arrest,740.0,,,,5TH                          ST,SPRING                       ST,34.0474,-118.2496
05/10/2010 12:00:00 AM,05/10/2010 12:00:00 AM,1105,1,Central,105,1,310,BURGLARY,0321 0344 1202 1402,92,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,400    COTTAGE HOME                 ST,,34.0673,-118.2354
05/12/2010 12:00:00 AM,05/12/2010 12:00:00 AM,355,1,Central,166,1,520,VEHICLE - ATTEMPT STOLEN,0344 1402,58,M,B,101.0,STREET,,,AA,Adult Arrest,520.0,998.0,,,7TH,MAPLE,34.0419,-118.2485
05/12/2010 12:00:00 AM,05/12/2010 12:00:00 AM,355,1,Central,166,1,330,BURGLARY FROM VEHICLE,0344 1402,58,M,B,101.0,STREET,,,AA,Adult Arrest,330.0,998.0,,,7TH,MAPLE                        AV,34.0419,-118.2485
05/14/2010 12:00:00 AM,05/13/2010 12:00:00 AM,200,1,Central,157,1,210,ROBBERY,0433,43,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
05/14/2010 12:00:00 AM,05/13/2010 12:00:00 AM,130,1,Central,185,2,624,BATTERY - SIMPLE ASSAULT,0416,40,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9TH,BROADWAY,34.0423,-118.2561
05/14/2010 12:00:00 AM,05/13/2010 12:00:00 AM,120,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,46,F,B,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
05/13/2010 12:00:00 AM,05/13/2010 12:00:00 AM,1810,1,Central,122,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,998.0,,,100 N  HILL                         ST,,34.0544,-118.2466
05/14/2010 12:00:00 AM,05/13/2010 12:00:00 AM,2345,1,Central,185,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0429 0907 1402,28,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,9TH,SPRING,34.0388,-118.2574
05/16/2010 12:00:00 AM,05/16/2010 12:00:00 AM,100,1,Central,144,2,624,BATTERY - SIMPLE ASSAULT,0416 0906,27,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 S  MAIN                         ST,,34.0482,-118.2472
05/17/2010 12:00:00 AM,05/17/2010 12:00:00 AM,1730,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1222 2000,19,F,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11TH                         ST,FIGUEROA                     ST,34.0437,-118.2652
05/19/2010 12:00:00 AM,05/16/2010 12:00:00 AM,300,1,Central,166,2,860,BATTERY WITH SEXUAL CONTACT,0401 0400 0510 1820,59,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,600 S  SAN PEDRO,,34.0423,-118.2452
